IDcyclist,gene_sz_lastname,gene_sz_firstname,gene_sz_firstlastname,fkIDteam,fkIDregion,fkIDcontract,fkIDprevcontract,fkIDnextcontract,gene_sz_photo,gene_i_birthdate,gene_f_popularity,gene_f_popularity_max,value_i_rank_voted,value_f_potentiel,value_f_current_ability,current_f_stage_score,fkIDrace,fkIDlaststage,fkIDcyclist_state,fkIDtype_rider,fkIDinjury,fkIDtga_skin,gene_i_size,gene_i_weight,prerace_i_cyclist,race_b_withdrawal,fkIDstaff_trainer,charac_i_plain,limit_i_plain,charac_i_mountain,limit_i_mountain,charac_i_medium_mountain,limit_i_medium_mountain,charac_i_downhilling,limit_i_downhilling,charac_i_cobble,limit_i_cobble,charac_i_timetrial,limit_i_timetrial,charac_i_prologue,limit_i_prologue,charac_i_sprint,limit_i_sprint,charac_i_acceleration,limit_i_acceleration,charac_i_endurance,limit_i_endurance,charac_i_resistance,limit_i_resistance,charac_i_recuperation,limit_i_recuperation,charac_i_hill,limit_i_hill,charac_i_baroudeur,limit_i_baroudeur,charac_bitfield_mental,charac_i_tour,charac_i_classic,fitness_i_handicap,gene_b_will_retire,fkIDtraining_camp,gene_i_dossard,gene_i_champion_bit,gene_b_nominated,CONSTANT,gene_sz_soundname,fkIDstate_roster,gene_b_inshortlist,gene_i_date_last_breakaway,gene_i_date_last_punchers,gene_ilist_fkIDfavorite_races,fkIDworkplan,bit_i_contrat_preference,value_f_capital,gene_i_ptmap,fkIDyear_progression,value_f_gain,value_i_trainingstyle,fkIDcontract_preference_preset,iContract_fidelity,iContract_refusal_cooldown,value_i_knowledge,fkIDcyclist_leader,value_i_yearneopro,gene_i_nb_total_victory,gene_i_nb_tdf,gene_i_nb_giro,gene_i_nb_vuelta,gene_i_nb_sanremo,gene_i_nb_flandres,gene_i_nb_roubaix,gene_i_nb_liege,gene_i_nb_lombardia
8278,Tagliavini,Giacomo,Tagliavini G.,119,209,0,0,0,,20040310,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,59,0,53,0,55,0,59,0,52,0,53,0,53,0,55,0,56,0,57,0,56,0,53,0,60,0,59,0,0,0,0,0,0,0,0,0,0,,Tagliavini_Giacomo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8279,Vanni,Michael,Vanni M.,119,204,0,0,0,,20030208,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,57,0,59,0,63,0,63,0,61,0,62,0,62,0,61,0,56,0,57,0,54,0,62,0,64,0,0,0,0,0,0,0,0,0,0,,Vanni_Michael,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,Todome,Yuhi,Todome Y.,119,2101,0,0,0,ytodome,20020618,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,176,0,0,0,0,64,0,60,0,61,0,69,0,62,0,64,0,62,0,60,0,63,0,62,0,62,0,64,0,63,0,71,0,0,0,0,0,0,0,0,0,0,,Todome_Yuhi,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8281,Yamada,Takumi,Yamada T.,119,2101,0,0,0,,20011101,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,173,63,0,0,0,63,0,59,0,59,0,66,0,60,0,60,0,62,0,66,0,62,0,59,0,57,0,56,0,61,0,66,0,0,0,0,0,0,0,0,0,0,,Yamada_Takumi,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8282,Pajur,Romet,Pajur R.,233,1201,0,0,0,,20040926,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,185,78,0,0,0,67,0,54,0,58,0,68,0,66,0,64,0,67,0,67,0,70,0,60,0,62,0,56,0,61,0,68,0,0,0,0,0,0,0,0,0,0,,Pajur_Romet,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8283,Kockelmann,Mathieu,Kockelmann M.,9,1901,0,0,0,mkockelmann,20040131,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,183,70,0,0,0,72,0,61,0,66,0,70,0,67,0,69,0,68,0,74,0,74,0,67,0,68,0,66,0,71,0,68,0,0,0,0,0,0,0,0,0,0,,Kockelmann_Mathieu,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8284,Jochum,Ben Felix,Jochum B.F.,119,711,0,0,0,,20040130,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,192,76,0,0,0,65,0,53,0,55,0,65,0,58,0,60,0,59,0,64,0,64,0,56,0,54,0,57,0,59,0,70,0,0,0,0,0,0,0,0,0,0,,Jochum_Ben-Felix,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8285,Wünstel,Fabian,Wünstel F.,119,701,0,0,0,,20040305,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,58,0,57,0,68,0,60,0,62,0,62,0,58,0,60,0,56,0,54,0,54,0,60,0,71,0,0,0,0,0,0,0,0,0,0,,Wunstel_Fabian,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8286,Leal,Tiago,Leal T.,119,2901,0,0,0,,19991022,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,172,55,0,0,0,61,0,57,0,58,0,63,0,53,0,56,0,56,0,58,0,60,0,61,0,60,0,57,0,62,0,63,0,0,0,0,0,0,0,0,0,0,,Leal_Tiago,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8287,Martins,João,Martins J.,119,2901,0,0,0,,20040327,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,55,0,57,0,62,0,53,0,53,0,55,0,61,0,63,0,57,0,58,0,56,0,59,0,60,0,0,0,0,0,0,0,0,0,0,,Martins_Joao,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8288,Nunes,Tiago,Nunes T.,119,2901,0,0,0,,20040114,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,59,0,62,0,63,0,60,0,57,0,59,0,59,0,56,0,61,0,57,0,59,0,57,0,64,0,62,0,0,0,0,0,0,0,0,0,0,,Nunes_Tiago,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8289,Rota,Raúl,Rota R.,119,809,0,0,0,,19991118,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,174,64,0,0,0,64,0,65,0,66,0,67,0,59,0,63,0,63,0,58,0,60,0,64,0,64,0,63,0,65,0,65,0,0,0,0,0,0,0,0,0,0,,Rota_Raul,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8291,Castrillo,Pablo,Castrillo P.,1,815,0,0,0,pcastrillo,20010102,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,183,74,0,0,0,72,0,76,0,76,0,72,0,69,0,71,0,70,0,60,0,68,0,72,0,70,0,72,0,76,0,74,0,0,0,0,0,0,0,0,0,0,,Castrillo_Pablo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2023,2,1,0,2,0,0,0,0,0
8292,Sørensen,Asger Røjbek,Sørensen A.R.,161,1004,0,0,0,arsorensen,20030414,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,56,0,58,0,69,0,60,0,60,0,59,0,59,0,59,0,56,0,54,0,54,0,60,0,68,0,0,0,0,0,0,0,0,0,0,,Sorensen_Asger-Rojbek,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8293,Bassignana,Fabio,Bassignana F.,119,202,0,0,0,,20040320,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,56,0,58,0,73,0,62,0,57,0,60,0,60,0,65,0,53,0,54,0,56,0,60,0,64,0,0,0,0,0,0,0,0,0,0,,Bassignana_Fabio,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8295,Lovera,Matteo,Lovera M.,119,202,0,0,0,,20030130,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,61,0,60,0,66,0,55,0,57,0,59,0,60,0,58,0,56,0,54,0,53,0,61,0,65,0,0,0,0,0,0,0,0,0,0,,Lovera_Matteo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8297,Galimberti,Lorenzo,Galimberti L.,119,204,0,0,0,,20010102,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,66,0,67,0,66,0,57,0,57,0,58,0,60,0,62,0,65,0,60,0,66,0,68,0,65,0,0,0,0,0,0,0,0,0,0,,Galimberti_Lorenzo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,Peñuela,Francisco,Peñuela F.,35,4501,0,0,0,fpenuela,20010211,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,175,56,0,0,0,66,0,65,0,68,0,68,0,57,0,55,0,59,0,67,0,70,0,66,0,68,0,65,0,71,0,74,0,0,0,0,0,0,0,0,0,0,,Penuela_Francisco,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8301,Ermakov,Roman,Ermakov R.,13,2801,0,0,0,rermakov,20041006,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,63,0,65,0,69,0,63,0,59,0,61,0,60,0,67,0,65,0,65,0,64,0,68,0,59,0,0,0,0,0,0,0,0,0,0,,Ermakov_Roman,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
8302,Hopkins,Kaden,Hopkins K.,119,6301,0,0,0,,20000324,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,178,70,0,0,0,65,0,56,0,55,0,63,0,59,0,64,0,63,0,61,0,59,0,59,0,60,0,60,0,61,0,71,0,0,0,0,0,0,0,0,0,0,,Hopkins_Kaden,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
8304,Madouas,Valentin,Madouas V.,6,305,0,0,0,vmadouas,19960712,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,178,71,0,0,0,71,0,68,0,71,0,74,0,73,0,66,0,66,0,66,0,70,0,73,0,72,0,70,0,75,0,74,0,0,2,4,0,0,0,0,2,0,,Madouas_Valentin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2017,7,6,1,0,0,6,1,8,3
8305,Mollema,Bauke,Mollema B.,11,505,0,0,0,bmollema,19861126,63.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,184,66,0,0,0,72,0,69,0,73,0,67,0,68,0,70,0,69,0,66,0,70,0,71,0,70,0,70,0,74,0,74,0,0,3,3,0,0,0,0,1,0,,Mollema_Bauke,0,0,0,0,"(25,49,172)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2008,18,12,6,5,1,0,0,11,17
8311,Taaramäe,Rein,Taaramäe R.,119,1201,0,0,0,rtaaramae,19870424,49.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,186,68,0,0,0,70,0,73,0,74,0,74,0,62,0,68,0,68,0,59,0,69,0,69,0,67,0,70,0,73,0,76,0,0,0,0,0,0,0,0,67,0,,Taaramae_Rein,0,0,0,0,"(25,91,175)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2008,23,8,4,8,1,0,0,8,5
8318,Moro,Manlio,Moro M.,1,207,0,0,0,mmoro,20020317,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,190,81,0,0,0,72,0,58,0,61,0,66,0,68,0,70,0,69,0,60,0,62,0,65,0,63,0,60,0,66,0,68,0,0,0,0,0,0,0,0,0,0,,Moro_Manlio,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
8319,August,Andrew,August A.,2,601,0,0,0,aaugust,20051012,0.0,0.0,0,5.5,0.0,0.0,0,0,3,0,0,0,170,57,0,0,0,67,0,73,0,72,0,70,0,60,0,63,0,61,0,57,0,62,0,66,0,67,0,65,0,71,0,65,0,0,0,0,0,0,0,0,0,0,,August_Andrew,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8320,Rootkin-Gray,Jack,Rootkin-Gray J.,119,1801,0,0,0,jrootkin-gray,20021105,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,178,67,0,0,0,69,0,56,0,62,0,70,0,67,0,63,0,65,0,65,0,64,0,63,0,64,0,64,0,68,0,71,0,0,0,0,0,0,0,0,0,0,,Rootkin-gray_Jack,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8321,van der Lee,Jardi,van der Lee J.,5,507,0,0,0,jvanderlee,20010806,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,185,0,0,0,0,70,0,70,0,72,0,68,0,64,0,62,0,62,0,59,0,58,0,66,0,64,0,63,0,71,0,76,0,0,0,0,0,0,0,0,0,0,,Van-Der-Lee_Jardi,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8322,Beloki,Markel,Beloki M.,5,816,0,0,0,mbeloki,20050727,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,183,0,0,0,0,68,0,75,0,74,0,69,0,61,0,71,0,70,0,61,0,70,0,70,0,69,0,66,0,74,0,62,0,0,0,0,0,0,0,0,0,0,,Beloki_Markel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8323,Nerurkar,Lukas,Nerurkar L.,5,1801,0,0,0,lnerurkar,20031114,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,177,0,0,0,0,68,0,67,0,70,0,70,0,62,0,64,0,64,0,68,0,70,0,68,0,68,0,67,0,73,0,69,0,0,0,0,0,0,0,0,0,0,,Nerurkar_Lukas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8324,Lamperti,Luke,Lamperti L.,5,601,0,0,0,llamperti,20021231,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,180,74,0,0,0,74,0,60,0,66,0,72,0,72,0,63,0,64,0,77,0,74,0,71,0,73,0,66,0,74,0,61,0,0,1,3,0,0,0,0,0,0,,Lamperti_Luke,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,6,0,2,0,1,1,1,0,0
8325,Magnier,Paul,Magnier P.,10,322,0,0,0,pmagnier,20040414,0.0,0.0,0,5.5,0.0,0.0,0,0,3,0,0,0,187,70,0,0,0,76,0,60,0,64,0,76,0,73,0,64,0,68,0,81,0,79,0,74,0,75,0,69,0,72,0,63,0,0,4,4,0,0,0,0,0,0,,Magnier_Paul,0,0,0,0,"(11,24,175)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,24,0,1,0,0,1,0,0,0
8326,López,Harold Martín,López H.M.,12,9401,0,0,0,hmlopez,20001203,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,160,55,0,0,0,67,0,76,0,78,0,66,0,59,0,57,0,57,0,66,0,70,0,72,0,70,0,66,0,71,0,68,0,0,2,2,0,0,0,0,0,0,,Lopez_Harold-Martin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1
8327,Vinokurov,Nicolas,Vinokurov N.,12,1301,0,0,0,nvinokurov,20020707,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,184,65,0,0,0,67,0,71,0,72,0,70,0,60,0,63,0,62,0,60,0,65,0,69,0,67,0,68,0,70,0,70,0,0,3,2,0,0,0,0,0,0,,Vinokurov_Nicolas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
8328,Del Toro,Isaac,Del Toro I.,16,2301,0,0,0,ideltoro,20031127,0.0,0.0,0,6.0,0.0,0.0,0,0,3,0,0,0,180,64,0,0,0,72,0,80,0,80,0,80,0,69,0,74,0,74,0,68,0,78,0,79,0,76,0,78,0,81,0,75,0,0,4,4,0,0,0,0,192,0,,Del-Toro_Isaac,0,0,0,0,"(25,87,172)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,21,0,1,1,2,0,0,0,1
8329,De Pretto,Davide,De Pretto D.,20,206,0,0,0,ddepretto,20020419,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,172,58,0,0,0,68,0,67,0,74,0,74,0,63,0,57,0,58,0,69,0,72,0,69,0,69,0,67,0,75,0,70,0,0,0,0,0,0,0,0,0,0,,De-Pretto_Davide,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1
8330,Knight,Oliver,Knight O.,34,1801,0,0,0,oknight,20010125,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,75,0,61,0,65,0,68,0,66,0,72,0,72,0,69,0,70,0,69,0,69,0,63,0,72,0,70,0,0,0,0,0,0,0,0,0,0,,Knight_Oliver,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8332,Muñoz,Francisco,Muñoz F.,102,809,0,0,0,fmunoz,20010624,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,181,71,0,0,0,67,0,62,0,63,0,65,0,60,0,60,0,60,0,60,0,63,0,64,0,64,0,61,0,66,0,60,0,0,0,0,0,0,0,0,0,0,,Munoz_Francisco,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8334,Sheehan,Riley,Sheehan R.,42,601,0,0,0,rsheehan,20000616,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,182,67,0,0,0,74,0,64,0,69,0,70,0,73,0,66,0,69,0,72,0,72,0,71,0,73,0,66,0,74,0,71,0,0,0,0,0,0,0,0,0,0,,Sheehan_Riley,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0
8335,Beneteau,Lucas,Beneteau L.,68,318,0,0,0,,20020315,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,171,58,0,0,0,66,0,61,0,63,0,67,0,61,0,58,0,58,0,62,0,66,0,64,0,63,0,60,0,68,0,73,0,0,0,0,0,0,0,0,0,0,,Beneteau_Lucas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8336,Breuillard,Nicolas,Breuillard N.,25,321,0,0,0,nbreuillard,20000313,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,68,0,72,0,75,0,71,0,62,0,66,0,66,0,63,0,68,0,70,0,69,0,68,0,72,0,66,0,0,0,0,0,0,0,0,0,0,,Breuillard_Nicolas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8337,Corkery,Dillon,Corkery D.,15,3101,0,0,0,dcorkery,19990212,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,71,0,59,0,63,0,71,0,70,0,64,0,65,0,71,0,72,0,66,0,67,0,65,0,68,0,70,0,0,0,0,0,0,0,0,0,0,,Corkery_Dillon,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8338,Chumil,Sergio,Chumil S.,92,9001,0,0,0,schumil,20001008,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,167,62,0,0,0,66,0,72,0,72,0,72,0,61,0,60,0,62,0,66,0,71,0,66,0,67,0,65,0,71,0,67,0,0,0,0,0,0,0,0,0,0,,Chumil_Sergio,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
8339,Delgado,David,Delgado D.,119,801,0,0,0,ddelgado,20000713,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,174,53,0,0,0,61,0,70,0,68,0,65,0,57,0,60,0,60,0,58,0,53,0,63,0,62,0,65,0,66,0,68,0,0,0,0,0,0,0,0,0,0,,Delgado_David,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8340,Fernández,Sinuhé,Fernández Si.,92,803,0,0,0,sfernandez,20000615,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,180,60,0,0,0,62,0,68,0,67,0,68,0,56,0,55,0,57,0,57,0,53,0,61,0,60,0,62,0,67,0,58,0,0,0,0,0,0,0,0,0,0,,Fernandez_Sinuhe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8341,Arriola-Bengoa,Julen,Arriola-Bengoa J.,35,816,0,0,0,jarriola-bengoa,20010216,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,174,52,0,0,0,60,0,67,0,67,0,66,0,55,0,56,0,55,0,62,0,65,0,61,0,60,0,61,0,68,0,65,0,0,0,0,0,0,0,0,0,0,,Arriola-bengoa_Julen,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8342,Fernández,Samuel,Fernández S.,35,803,0,0,0,safernandez,20030711,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,176,57,0,0,0,65,0,73,0,74,0,69,0,57,0,59,0,61,0,58,0,68,0,66,0,65,0,67,0,72,0,68,0,0,0,0,0,0,0,0,0,0,,Fernandez_Samuel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8343,Guardeño,Jaume,Guardeño J.,35,810,0,0,0,jguardeno,20030220,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,175,62,0,0,0,65,0,74,0,74,0,69,0,60,0,65,0,65,0,60,0,66,0,70,0,68,0,71,0,70,0,69,0,0,4,3,0,0,0,0,0,0,,Guardeno_Jaume,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8344,Silva,Thomas,Silva T.,12,6701,0,0,0,tsilva,20011230,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,175,64,0,0,0,71,0,69,0,73,0,70,0,65,0,64,0,64,0,72,0,75,0,71,0,74,0,71,0,76,0,70,0,0,0,0,0,0,0,0,0,0,,Silva_Thomas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
8345,Sorarrain,Gorka,Sorarrain G.,35,816,0,0,0,gsorarrain,19960521,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,185,74,0,0,0,71,0,62,0,69,0,70,0,66,0,65,0,65,0,66,0,64,0,66,0,67,0,61,0,71,0,72,0,0,0,0,0,0,0,0,0,0,,Sorarrain_Gorka,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8346,Aznar,Hugo,Aznar H.,70,815,0,0,0,haznar,20031201,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,168,59,0,0,0,67,0,61,0,67,0,68,0,60,0,62,0,64,0,61,0,64,0,61,0,62,0,63,0,69,0,64,0,0,0,0,0,0,0,0,0,0,,Aznar_Hugo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8347,Aznar,Unai,Aznar U.,100,815,0,0,0,uaznar,20020726,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,175,68,0,0,0,63,0,61,0,63,0,67,0,61,0,64,0,63,0,62,0,64,0,60,0,62,0,59,0,64,0,72,0,0,0,0,0,0,0,0,0,0,,Aznar_Unai,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8348,Gutiérrez,Jorge,Gutiérrez J.,70,811,0,0,0,jgutierrez,20020923,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,176,56,0,0,0,63,0,72,0,71,0,68,0,59,0,61,0,61,0,58,0,60,0,67,0,65,0,67,0,70,0,68,0,0,0,0,0,0,0,0,0,0,,Gutierrez_Jorge,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8349,Uriarte,Diego,Uriarte D.,70,815,0,0,0,duriarte,20011026,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,180,67,0,0,0,69,0,60,0,65,0,67,0,59,0,65,0,65,0,56,0,67,0,67,0,69,0,62,0,71,0,78,0,0,0,0,0,0,0,0,0,0,,Uriarte_Diego,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8350,Biagini,Federico,Biagini F.,119,208,0,0,0,fbiagini,20030620,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,183,60,0,0,0,62,0,63,0,63,0,68,0,57,0,59,0,59,0,62,0,66,0,57,0,57,0,58,0,64,0,68,0,0,0,0,0,0,0,0,0,0,,Biagini_Federico,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8351,Rojas,Vicente,Rojas V.,81,6901,0,0,0,vrojas,20020430,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,169,0,0,0,0,63,0,71,0,71,0,65,0,58,0,59,0,59,0,61,0,63,0,65,0,64,0,65,0,70,0,67,0,0,0,0,0,0,0,0,0,0,,Rojas_Vicente,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8352,Turconi,Filippo,Turconi F.,81,204,0,0,0,fturconi,20051020,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,66,0,71,0,69,0,62,0,57,0,58,0,68,0,69,0,68,0,71,0,61,0,73,0,58,0,0,0,0,0,0,0,0,0,0,,Turconi_Filippo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8353,Vercouillie,Victor,Vercouillie V.,69,402,0,0,0,vvercouillie,20021103,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,181,66,0,0,0,71,0,58,0,62,0,65,0,69,0,68,0,69,0,60,0,57,0,67,0,63,0,65,0,65,0,80,0,0,0,0,0,0,0,0,0,0,,Vercouillie_Victor,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
